weekly_hours,coding_months,money_spent,employed_dev,career_interests,expected_salary,willing_relocate,last_year_income,age,region,education_level,field_of_study,marital_status,disability_benefits,home_internet
4.0,18.0,200.0,0,Back-End Web Developer,62499,Yes,82499.0,26.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
35.0,6.0,1000.0,0,Blockchain ,39999,Yes,44999.0,43.0,North America,Bachelor’s degree,2 bachelor's: business and IT,"Single, never married",0,1
30.0,70.0,350.0,0,Front-End Web Developer,39999,No,1000.0,19.0,Europe and Central Asia,Associate’s degree,Web development or web design,"Single, never married",0,1
2.0,28.0,0.0,1,Full-Stack Web Developer,62499,Maybe,54999.0,24.0,North America,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
20.0,2.0,50.0,0,Full-Stack Web Developer,62499,Yes,27499.0,38.0,Latin America and Caribbean,Master's degree (non-professional),"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
6.0,24.0,21000.0,1,Back-End Web Developer,87499,No,82499.0,35.0,North America,Bachelor’s degree,Mathematics or statistics,Married or domestic partnership,0,1
50.0,24.0,100.0,0,Data Scientist,87499,Maybe,32499.0,28.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
50.0,19.0,2290.0,0,Full-Stack Web Developer,62499,Yes,3999.0,45.0,North America,"Trade, technical, or vocational training",I didn't attend a university,"Single, never married",0,1
4.0,39.0,0.0,1,Full-Stack Web Developer,62499,Maybe,67499.0,28.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
5.0,72.0,300.0,0,Full-Stack Web Developer,87499,No,67499.0,30.0,North America,"Professional degree (MBA, MD, JD, etc.)","A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
5.0,36.0,40.0,0,User Experience Designer,39999,No,27499.0,27.0,North America,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
20.0,50.0,300.0,0,Front-End Web Developer,39999,Maybe,8499.0,48.0,East Asia and Pacific,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
2.0,69.0,0.0,1,Mobile Developer,2499,No,1000.0,25.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
4.0,48.0,200.0,1,Full-Stack Web Developer,15499,No,22499.0,21.0,Southeast Asia,Some high school,I didn't attend a university,"Single, never married",0,1
2.0,24.0,300.0,1,Front-End Web Developer,62499,No,54999.0,39.0,North America,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)",Married or domestic partnership,0,1
6.0,3.0,100.0,0,Data Scientist,39999,Yes,22499.0,33.0,South Asia,Master's degree (non-professional),"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
16.0,24.0,0.0,0,Information Security,87499,Yes,27499.0,45.0,North America,Bachelor’s degree,"Information systems, information technology, or system administration",Married or domestic partnership,0,1
30.0,8.0,12000.0,0,Full-Stack Web Developer,62499,Maybe,67499.0,46.0,East Asia and Pacific,"Trade, technical, or vocational training",I didn't attend a university,Married or domestic partnership,0,1
6.0,24.0,150.0,0,Full-Stack Web Developer,39999,No,22499.0,32.0,Latin America and Caribbean,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
5.0,15.0,2200.0,0,Full-Stack Web Developer,87499,Maybe,82499.0,32.0,North America,Bachelor’s degree,Kinesiology ,"Single, never married",0,1
20.0,3.0,0.0,0,Full-Stack Web Developer,24999,Yes,3999.0,29.0,North America,"Professional degree (MBA, MD, JD, etc.)","Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
30.0,7.0,0.0,0,Teacher / Trainer / Developer Evangelist,87499,Maybe,1999.0,21.0,Southeast Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
12.0,12.0,2000.0,0,Data Scientist,39999,Yes,22499.0,35.0,Sub-Saharan Africa,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
14.0,12.0,700.0,1,Full-Stack Web Developer,39999,Yes,32499.0,26.0,East Asia and Pacific,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
20.0,48.0,100.0,0,Full-Stack Web Developer,112499,Maybe,27499.0,26.0,North America,Master's degree (non-professional),"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
15.0,72.0,5500.0,1,DevOps / SysAdmin,39999,Yes,32499.0,30.0,Sub-Saharan Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
4.0,3.0,15.0,0,Full-Stack Web Developer,15499,Yes,5999.0,19.0,Europe and Central Asia,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,0
20.0,11.0,200.0,0,Full-Stack Web Developer,62499,No,37499.0,25.0,East Asia and Pacific,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,0
20.0,48.0,30000.0,1,Back-End Web Developer,142499,Yes,139999.0,37.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
24.0,3.0,500.0,0,Data Scientist,15499,Yes,1000.0,25.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,0
8.0,42.0,130.0,1,Back-End Web Developer,39999,Maybe,12499.0,22.0,Europe and Central Asia,"Trade, technical, or vocational training",I didn't attend a university,"Single, never married",0,0
40.0,35.0,100.0,1,Full-Stack Web Developer,62499,Maybe,27499.0,29.0,North America,Associate’s degree,Web development or web design,"Single, never married",0,1
10.0,72.0,100.0,1,Full-Stack Web Developer,7499,No,12499.0,25.0,Europe and Central Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
15.0,55.0,350.0,1,Front-End Web Developer,15499,Yes,54999.0,28.0,Europe and Central Asia,No high school (secondary school),"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
8.0,36.0,400.0,0,Full-Stack Web Developer,2499,Yes,37499.0,36.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
15.0,72.0,400.0,1,Back-End Web Developer,112499,Yes,44999.0,20.0,Middle East and North Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
20.0,33.0,300.0,1,Full-Stack Web Developer,62499,Maybe,54999.0,34.0,North America,Associate’s degree,"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
0.0,8.0,0.0,0,Data Scientist,39999,Maybe,3999.0,22.0,Europe and Central Asia,Bachelor’s degree,Architectural Technology,"Single, never married",0,1
28.0,2.0,10.0,0,I have no idea.,2499,No,12499.0,60.0,Latin America and Caribbean,Bachelor’s degree,Health Service Administration,"Single, never married",0,1
3.0,36.0,5000.0,1,Full-Stack Web Developer,87499,Yes,67499.0,36.0,Europe and Central Asia,"Trade, technical, or vocational training",I didn't attend a university,"Single, never married",0,1
4.0,12.0,100.0,0,Back-End Web Developer,24999,Yes,12499.0,25.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
4.0,1.0,0.0,0,Full-Stack Web Developer,62499,Maybe,44999.0,29.0,Europe and Central Asia,Master's degree (non-professional),"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
24.0,32.0,50.0,0,Full-Stack Web Developer,15499,Yes,1000.0,21.0,South Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
6.0,18.0,100.0,0,Mobile Developer,87499,Yes,82499.0,44.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)","Environmental science (e.g., earth sciences, sustainability)",Married or domestic partnership,0,1
5.0,63.0,1000.0,1,Front-End Web Developer,39999,Maybe,54999.0,31.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
6.0,36.0,8000.0,1,Full-Stack Web Developer,62499,Maybe,17499.0,25.0,Europe and Central Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
0.0,666.0,1e+122,0,evol ME,39999,Yes,,45.0,Middle East and North Africa,No high school (secondary school),BRAIN.EXE@darkweb.com.exe,"Single, never married",0,1
4.0,12.0,100.0,0,Back-End Web Developer,24999,Yes,12499.0,25.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
12.0,27.0,0.0,1,Front-End Web Developer,24999,Maybe,12499.0,30.0,Europe and Central Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
2.0,12.0,300.0,0,Product Manager,87499,Yes,54999.0,35.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)","A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
14.0,2.0,200.0,0,Full-Stack Web Developer,24999,Yes,3999.0,35.0,Sub-Saharan Africa,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
7.0,1.0,200.0,0,Back-End Web Developer,7499,Yes,3999.0,21.0,Southeast Asia,High school diploma or equivalent (GED),"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
2.0,24.0,7000.0,1,Full-Stack Web Developer,62499,No,54999.0,40.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)","A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,1,1
8.0,6.0,60.0,0,Data Scientist,39999,Maybe,17499.0,53.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
15.0,1.0,0.0,0,Data Scientist,15499,No,8499.0,23.0,Europe and Central Asia,Master's degree (non-professional),"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
3.0,48.0,500.0,1,Full-Stack Web Developer,39999,Yes,37499.0,33.0,Europe and Central Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
15.0,36.0,600.0,1,DevOps / SysAdmin,39999,Yes,22499.0,28.0,Europe and Central Asia,Bachelor’s degree,Web development or web design,"Single, never married",0,0
6.0,12.0,0.0,1,Product Manager,87499,Yes,54999.0,32.0,Europe and Central Asia,Master's degree (non-professional),"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
40.0,2.0,0.0,0,Back-End Web Developer,39999,Maybe,27499.0,30.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
8.0,16.0,300.0,1,Teacher / Trainer / Developer Evangelist,24999,No,37499.0,33.0,Europe and Central Asia,Master's degree (non-professional),"Fine arts or performing arts (e.g., graphic design, music, studio, art)",Married or domestic partnership,0,1
10.0,42.0,0.0,1,"This isn't multiple choice! Full stack, backend, info sec, sysadmin",39999,Maybe,27499.0,21.0,Europe and Central Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,6.0,400.0,0,Front-End Web Developer,39999,Yes,3999.0,29.0,Southeast Asia,Master's degree (non-professional),"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
3.0,12.0,0.0,0,Data Scientist,39999,Yes,12499.0,37.0,Middle East and North Africa,Ph.D.,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,0
40.0,30.0,0.0,1,Front-End Web Developer,15499,Maybe,8499.0,25.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
10.0,6.0,100.0,0,Back-End Web Developer,24999,Yes,12499.0,31.0,Europe and Central Asia,"Some college credit, no degree",I didn't attend a university,Married or domestic partnership,0,1
9.0,2.0,400.0,0,Full-Stack Web Developer,24999,Yes,22499.0,29.0,Middle East and North Africa,"Some college credit, no degree",Mathematics or statistics,"Single, never married",1,1
4.0,100.0,500.0,1,Full-Stack Web Developer,15499,Maybe,27499.0,44.0,Europe and Central Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
30.0,7.0,200.0,0,Full-Stack Web Developer,15499,Maybe,12499.0,37.0,Europe and Central Asia,Bachelor’s degree,law,"Single, never married",0,1
3.0,24.0,0.0,1,Data Scientist,7499,Yes,1999.0,23.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
5.0,7.0,200.0,0,Teacher / Trainer / Developer Evangelist,87499,No,32499.0,35.0,North America,Master's degree (non-professional),"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
21.0,1.0,100.0,0,Back-End Web Developer,15499,Maybe,3999.0,24.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
20.0,3.0,0.0,0,Teacher / Trainer / Developer Evangelist,2499,Maybe,1000.0,37.0,Europe and Central Asia,Master's degree (non-professional),"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
